,Player_Name,Rounds,Fairway_Percentage,Year,Avg_Distance,gir,Average_Putts,Average_Scrambling,Average_Score,Points,Wins,Top_10,Average_SG_Putts,Average_SG_Total,SG_OTT,SG_APR,SG_ARG,Money,driving_ranking,best_putters,best_approachers,best_pw,Predictive_Ranking
194,James Hahn,85,63.73,2018,298.7,68.29,29.5,59.62,70.896,596,0,1,-0.152,0.27899999999999997,0.32299999999999995,0.081,0.027999999999999997,1386301,257,96,198,194,351.428179
46,Corey Conners,97,62.99,2018,303.3,70.19,29.84,57.52,70.743,353,0,1,-0.385,0.193,0.501,0.275,-0.198,728296,321,35,272,46,350.864158
188,Harold Varner III,91,59.02,2018,308.2,67.79,29.56,58.14,70.971,474,0,3,-0.024,0.125,0.204,-0.076,0.021,1223064,353,152,124,188,350.807111
198,Patrick Rodgers,97,61.14,2018,303.5,65.65,29.1,57.22,70.73100000000002,541,0,3,0.561,0.23199999999999998,-0.039,-0.32299999999999995,0.034,1287040,322,365,52,198,350.693407
299,Ryan Armour,109,73.58,2018,283.5,68.22,29.31,60.13,70.758,1006,1,3,-0.057999999999999996,0.337,-0.012,0.213,0.19399999999999998,2485203,39,132,245,299,350.646999
364,Louis Oosthuizen,62,64.81,2018,299.8,65.74,29.24,64.26,70.157,620,0,3,-0.026000000000000002,0.521,0.401,-0.261,0.408,1731493,277,149,64,364,350.354922
348,Brian Harman,104,62.07,2017,289.6,63.19,28.3,62.74,70.402,1557,1,7,0.6,0.581,0.015,-0.198,0.32899999999999996,4396470,109,370,82,348,350.07399100000004
327,Brian Gay,82,65.47,2017,278.7,63.53,28.32,62.3,70.585,426,0,3,0.451,0.282,-0.41700000000000004,-0.006,0.254,942372,13,344,159,327,349.878267
103,Sean O'Hair,84,59.91,2017,297.2,66.19,29.06,57.52,70.801,707,0,5,0.107,0.42200000000000004,0.252,0.11800000000000001,-0.10099999999999999,1873856,237,216,212,103,348.611608
280,Branden Grace,70,58.19,2017,290.6,66.2,29.36,61.28,70.862,510,0,2,-0.248,0.28300000000000003,0.18,0.17300000000000001,0.165,1315054,121,72,230,280,348.488989
365,Luke Donald,50,56.5,2017,278.5,61.92,28.56,59.88,70.831,424,0,1,0.7040000000000001,0.047,-1.001,-0.078,0.42200000000000004,958850,11,375,122,365,347.362347
61,Ryan Palmer,69,59.11,2018,305.2,65.61,28.92,55.38,71.031,500,0,2,-0.528,-0.231,0.235,0.23600000000000002,-0.174,1484445,334,12,258,61,346.07041100000004
134,Jhonattan Vegas,95,57.28,2017,300.8,65.91,29.58,58.15,71.054,1023,1,3,-0.413,0.174,0.39399999999999996,0.172,-0.06,2944738,293,30,229,134,344.49626
145,John Huh,94,63.83,2018,287.1,65.8,28.82,57.94,70.718,480,0,2,0.16699999999999998,0.251,-0.11,0.24,-0.047,974538,79,245,260,145,344.477983
62,Ryan Moore,82,67.9,2017,288.0,65.05,29.04,56.74,70.741,671,0,2,-0.017,0.301,-0.006,0.498,-0.17300000000000001,1751851,86,156,338,62,343.12725
67,Tyler Duncan,97,66.74,2018,294.4,69.65,30.19,52.76,71.04,457,0,2,-0.5660000000000001,0.017,0.273,0.47600000000000003,-0.166,944021,191,11,331,67,342.31335
251,Harris English,84,58.99,2018,302.4,63.32,28.76,57.86,71.16199999999998,383,0,2,0.222,-0.184,-0.21899999999999997,-0.297,0.111,799450,306,265,57,251,342.132763
256,Brandon Hagy,85,52.46,2017,312.7,64.5,29.06,60.16,70.875,419,0,1,0.109,0.293,0.45899999999999996,-0.39299999999999996,0.11800000000000001,861227,370,218,36,256,342.103544
235,Robert Streb,78,54.11,2018,292.6,64.94,29.51,52.89,71.905,155,0,1,-0.081,-0.581,-0.68,0.096,0.084,411606,162,121,204,235,341.43838999999997
152,David Lingmerth,79,62.12,2017,289.8,62.83,28.15,58.53,70.755,437,0,1,0.484,0.373,-0.032,0.054000000000000006,-0.031,1070754,112,354,189,152,340.73183500000005
27,Danny Lee,93,62.72,2017,291.1,66.1,28.81,55.43,70.86,697,0,4,0.247,0.325,0.037000000000000005,0.304,-0.263,1611331,133,276,281,27,340.45298900000006
328,Peter Malnati,87,56.86,2018,290.9,62.99,28.07,61.3,70.84100000000002,226,0,0,0.619,0.244,-0.3720000000000001,-0.257,0.255,420001,129,371,65,328,338.03175699999997
268,Dominic Bozzelli,65,55.69,2018,297.0,60.94,28.18,58.86,71.179,190,0,0,0.308,-0.055,-0.244,-0.252,0.133,391634,233,295,69,268,336.627089
237,D.A. Points,68,65.83,2017,278.1,66.83,29.56,55.67,71.315,435,1,1,-0.478,-0.406,-0.436,0.42100000000000004,0.087,893700,10,18,320,237,334.482695
22,Martin Flores,88,52.79,2017,300.6,70.64,29.86,57.01,70.885,383,0,2,0.242,-0.015,-0.024,0.047,-0.28,830057,288,273,185,22,332.07538600000004
175,Vaughn Taylor,83,67.51,2018,286.1,67.02,29.15,59.91,70.692,445,0,3,-0.08,0.21899999999999997,-0.005,0.305,-0.002,965691,60,122,283,175,331.455102
162,Abraham Ancer,98,63.64,2018,296.1,66.49,28.91,62.69,70.65899999999998,589,0,4,-0.055999999999999994,0.32,0.325,0.07400000000000001,-0.022000000000000002,1676695,221,137,193,162,331.403041
110,Troy Merritt,89,62.93,2018,295.4,65.16,28.74,57.6,70.888,616,1,3,0.077,0.209,0.138,0.086,-0.092,1326989,210,205,200,110,329.099835
120,Tom Hoge,101,62.43,2018,291.4,63.62,28.45,61.41,70.945,594,0,3,-0.162,0.07400000000000001,0.018000000000000002,0.297,-0.079,1358542,138,93,277,120,327.63417400000003
37,Bubba Watson,90,58.27,2018,313.1,68.21,29.33,56.64,70.384,1879,3,5,0.001,0.555,0.78,0.005,-0.231,5793748,371,168,162,37,326.35440200000005
195,James Hahn,96,63.14,2017,293.9,66.09,29.36,60.58,70.925,711,0,4,0.036000000000000004,0.26,0.177,0.016,0.03,1841314,183,188,168,195,326.334594
97,Emiliano Grillo,90,65.29,2017,293.0,67.06,29.28,56.55,70.798,518,0,2,-0.17300000000000001,0.455,0.368,0.281,-0.11599999999999999,1567015,167,90,273,97,326.057831
292,Tyrone Van Aswegen,101,56.98,2018,290.3,65.23,28.98,58.08,71.243,364,0,1,-0.01,-0.32299999999999995,-0.493,-0.008,0.187,763584,120,163,156,292,325.999325
147,Kevin Streelman,90,66.01,2017,294.0,66.67,29.47,60.04,70.873,541,0,2,-0.281,0.16899999999999998,0.292,0.19699999999999998,-0.038,1313327,186,63,240,147,323.738292
279,Whee Kim,74,54.32,2017,289.4,62.09,28.12,62.07,70.964,505,0,2,0.44299999999999995,-0.23199999999999998,-0.665,-0.14800000000000002,0.163,1125368,106,342,98,279,323.59988300000003
298,Matt Jones,70,59.38,2018,304.5,66.49,29.02,60.16,71.112,264,0,0,-0.034,0.10400000000000001,0.33299999999999996,-0.386,0.192,538681,328,143,38,298,323.288917
19,Brett Stegmaier,67,58.38,2018,295.4,70.31,29.48,56.44,71.191,149,0,0,0.401,0.048,-0.135,0.078,-0.29600000000000004,305607,209,332,196,19,323.147844
174,Seamus Power,86,55.19,2018,302.6,65.17,28.68,63.8,70.869,377,0,2,0.498,0.17800000000000002,0.076,-0.392,-0.003,791018,310,357,37,174,322.99507600000004
259,Nick Taylor,97,61.66,2017,291.6,66.14,29.38,61.83,70.817,532,0,4,-0.191,0.151,0.168,0.053,0.121,1255259,142,85,188,259,322.071238
284,Stephan Jaeger,81,58.76,2018,299.2,67.11,29.61,56.76,71.35600000000002,211,0,0,-0.14400000000000002,-0.09,0.045,-0.166,0.175,422260,267,101,93,284,320.110969
183,Beau Hossler,104,60.47,2018,300.0,67.95,28.92,60.0,70.574,957,0,5,0.685,0.584,0.281,-0.395,0.013000000000000001,2449707,282,373,35,183,318.493445
291,Ben Crane,65,67.52,2018,281.1,64.88,28.69,63.0,71.097,267,0,1,0.332,0.17600000000000002,-0.302,-0.038,0.184,620646,30,304,141,291,317.8485
316,Rory Sabbatini,91,62.05,2018,292.3,67.85,29.07,61.36,70.693,521,0,1,0.059000000000000004,0.358,0.217,-0.152,0.23399999999999999,1126057,155,199,96,316,317.66477
230,Brad Fritsch,56,56.4,2017,288.3,64.21,29.54,56.42,71.855,74,0,0,-0.596,-0.7190000000000001,-0.4320000000000001,0.235,0.075,166440,89,6,257,230,315.486084
221,Chris Stroud,67,65.7,2017,286.8,66.2,29.03,59.33,70.815,627,1,3,-0.126,0.013000000000000001,-0.094,0.17300000000000001,0.06,1308445,71,109,231,221,314.68118200000004
91,Cameron Percy,71,60.18,2017,292.5,69.91,29.78,60.23,71.03,291,0,1,-0.205,-0.08199999999999999,-0.019,0.266,-0.12300000000000001,623694,159,80,268,91,314.010354
106,Ryan Brehm,83,51.13,2017,310.5,67.5,29.55,57.14,71.178,188,0,0,-0.149,-0.16,0.13699999999999998,-0.06,-0.099,396258,364,99,130,106,310.526553
39,Ben Martin,86,63.67,2017,291.7,66.6,29.25,58.53,70.954,378,0,2,-0.044000000000000004,0.163,0.138,0.297,-0.22699999999999998,850319,145,140,278,39,310.398674
126,Smylie Kaufman,76,54.79,2017,304.8,65.26,29.24,55.18,71.432,316,0,1,-0.13699999999999998,-0.177,0.091,-0.059000000000000004,-0.073,784758,331,103,131,126,307.39201099999997
258,Gonzalo Fernandez-Castaño,63,53.26,2017,292.1,62.2,28.41,64.3,71.484,118,0,0,0.489,-0.078,-0.375,-0.312,0.12,258162,153,355,55,258,306.95668900000004
166,Bryson DeChambeau,91,58.04,2017,299.1,65.77,29.15,57.65,70.866,836,1,2,-0.193,0.243,0.42,-0.02,-0.016,1817054,266,84,151,166,306.765867
98,David Hearn,66,66.63,2018,285.1,68.89,29.58,55.65,71.325,315,0,2,-0.127,-0.031,-0.17,0.379,-0.113,622383,52,107,303,98,306.067174
226,Rafa Cabrera Bello,63,60.33,2017,291.0,62.6,28.8,60.74,70.693,615,0,4,0.473,0.10099999999999999,-0.223,-0.171,0.068,1934675,131,348,87,226,305.429966
193,Rory Sabbatini,71,64.91,2017,291.6,67.35,29.34,58.38,70.883,375,0,1,-0.35700000000000004,0.125,0.308,0.146,0.027999999999999997,741617,141,41,221,193,305.24380600000006
80,Sam Saunders,80,60.14,2018,302.8,65.02,28.73,55.79,70.794,420,0,4,0.094,0.226,0.35,-0.081,-0.138,981936,314,214,121,80,305.087777
129,Jim Herman,77,69.02,2017,292.5,68.07,29.77,56.15,70.931,553,0,2,-0.127,0.368,0.42200000000000004,0.14300000000000002,-0.07,1205632,158,108,220,129,303.278593
109,Ben Martin,64,63.52,2018,289.6,63.98,28.58,58.8,70.97399999999998,266,0,1,0.11800000000000001,-0.001,-0.142,0.11900000000000001,-0.096,532936,111,224,213,109,303.24798499999997
220,Chris Kirk,89,63.93,2017,287.0,66.73,29.18,54.73,71.255,467,0,3,-0.07400000000000001,-0.228,-0.315,0.10099999999999999,0.059000000000000004,1216047,74,125,207,220,302.930948
116,Lanto Griffin,80,55.27,2018,302.5,67.42,29.42,55.76,71.145,175,0,0,-0.096,-0.268,-0.046,-0.043,-0.084,358380,308,117,138,116,302.787229
58,Grayson Murray,94,56.01,2017,308.2,63.95,28.68,53.77,71.064,638,1,2,-0.08199999999999999,0.064,0.353,-0.032,-0.17600000000000002,1468728,352,120,143,58,300.680917
81,J.J. Henry,81,66.22,2018,291.8,70.52,30.37,54.77,71.372,239,0,1,-0.569,-0.193,0.174,0.34,-0.138,482052,147,8,290,81,300.56715800000006
262,Shawn Stefani,72,60.53,2017,294.0,67.48,29.28,59.55,70.983,188,0,1,-0.057,-0.043,0.01,-0.11900000000000001,0.122,404377,184,136,111,262,299.924801
40,Jason Kokrak,95,59.26,2017,305.7,66.97,29.99,54.9,70.961,490,0,1,-0.405,0.073,0.607,0.077,-0.226,1173708,337,32,195,40,299.47670600000004
32,Scott Piercy,70,59.32,2017,295.1,66.84,29.38,50.0,71.235,532,0,4,-0.526,-0.214,0.19,0.311,-0.25,1317452,200,13,285,32,299.32504
190,Brian Stuard,103,71.44,2018,278.9,67.12,29.11,59.23,71.038,421,0,3,0.16399999999999998,0.062,-0.22699999999999998,0.099,0.026000000000000002,1089763,15,243,206,190,298.689118
207,Michael Thompson,62,64.66,2018,296.4,70.11,29.62,55.77,70.92399999999998,280,0,0,0.498,0.052000000000000005,-0.073,-0.423,0.05,563972,224,358,31,207,298.13297800000004
132,J.T. Poston,95,59.24,2017,294.8,65.69,28.79,59.62,70.982,340,0,1,-0.11699999999999999,0.079,0.156,0.053,-0.062,662565,196,110,187,132,297.050269
77,Sebastián Muñoz,51,54.45,2017,296.0,63.15,28.84,56.92,71.263,241,0,1,0.358,0.16899999999999998,0.031,-0.077,-0.14300000000000002,563900,219,319,123,77,296.117884
374,Alex Cejka,77,66.49,2018,286.7,63.77,28.52,64.0,70.675,502,0,2,0.009000000000000001,0.312,-0.024,-0.16899999999999998,0.495,1198541,70,172,89,374,295.158681
257,Anirban Lahiri,82,60.09,2018,294.0,64.7,28.99,58.35,70.66,555,0,4,0.19899999999999998,0.10400000000000001,0.07,-0.285,0.12,1441205,185,256,59,257,294.770313
11,Billy Horschel,88,59.8,2017,299.5,68.19,29.86,54.47,70.832,1068,1,4,0.084,0.138,0.22399999999999998,0.02,-0.324,2697960,271,211,170,11,292.78866899999997
222,Mackenzie Hughes,106,59.63,2017,294.3,64.74,29.07,58.64,71.044,974,1,2,0.4920000000000001,0.172,0.021,-0.40399999999999997,0.063,2355553,190,356,34,222,292.256338
112,Adam Schenk,86,57.67,2018,305.5,67.92,29.95,54.55,71.37,239,0,1,0.13,-0.15,0.073,-0.262,-0.091,474923,335,230,63,112,290.309042
170,Lucas Glover,65,65.06,2018,297.7,67.12,29.64,59.83,71.066,324,0,1,-0.18600000000000005,0.276,0.514,-0.043,-0.008,789382,243,87,137,170,290.08761300000003
108,Brian Harman,94,67.14,2018,291.9,67.59,29.29,56.95,70.536,1056,0,8,0.273,0.29,0.13699999999999998,-0.024,-0.096,2733463,149,288,147,108,289.215594
89,Jhonattan Vegas,92,57.91,2018,303.6,65.17,29.43,58.6,71.275,394,0,1,-0.059000000000000004,0.03,0.294,-0.081,-0.124,1137444,324,131,120,89,289.112968
178,J.J. Henry,92,62.58,2017,294.1,69.44,30.42,56.66,71.164,365,0,2,-0.43,-0.172,0.20800000000000002,0.05,0.0,734874,187,26,186,178,288.586883
236,Tyrone Van Aswegen,105,59.79,2017,287.2,66.38,29.36,58.94,71.181,407,0,1,-0.32,-0.217,-0.067,0.084,0.085,806410,81,50,199,236,285.937328
205,John Huh,92,64.09,2017,287.1,65.78,29.0,63.65,70.851,382,0,2,0.124,0.099,-0.049,-0.02,0.043,767575,76,227,150,205,285.46495400000003
123,Charl Schwartzel,65,55.19,2018,299.5,61.11,28.74,57.88,71.34899999999998,528,0,3,0.081,-0.195,-0.035,-0.168,-0.073,1710179,273,209,92,123,284.597903
208,Rob Oppenheim,74,56.26,2018,285.2,64.05,28.91,59.55,71.532,148,0,0,0.045,-0.542,-0.662,0.026000000000000002,0.05,279019,54,192,172,208,283.69651799999997
172,J.T. Poston,73,61.53,2018,300.7,68.31,29.07,57.53,70.915,448,0,2,0.135,0.138,0.381,-0.373,-0.005,940661,292,234,41,172,283.565815
165,Denny McCarthy,71,63.45,2018,295.4,68.17,29.41,59.83,70.861,267,0,1,0.449,0.094,0.011000000000000001,-0.34700000000000003,-0.019,498341,211,343,47,165,282.51236
302,Jonas Blixt,67,60.3,2018,293.1,62.02,29.1,56.83,72.134,167,0,0,0.244,-0.547,-0.424,-0.563,0.196,368518,170,274,16,302,282.078086
7,Boo Weekley,75,71.67,2017,289.9,68.65,30.29,56.31,71.476,173,0,1,-0.9540000000000001,-0.32299999999999995,0.634,0.425,-0.429,416929,118,1,321,7,277.973339
111,Keith Mitchell,99,58.59,2018,312.6,69.42,29.65,56.55,70.92,659,0,4,-0.504,-0.018000000000000002,0.706,-0.128,-0.092,1641260,369,16,107,111,275.294435
185,Nick Taylor,94,60.94,2018,292.7,67.65,29.48,61.83,71.26899999999998,420,0,2,-0.312,-0.235,0.049,0.011000000000000001,0.017,899373,164,52,165,185,274.59598
57,Tom Hoge,54,55.99,2017,285.1,66.06,28.72,60.14,71.32600000000002,187,0,2,0.019,-0.27399999999999997,-0.35200000000000004,0.235,-0.17600000000000002,373092,51,176,256,57,274.4461
254,David Hearn,93,66.75,2017,281.0,64.71,29.07,61.85,71.107,359,0,2,-0.052000000000000005,-0.096,-0.175,0.016,0.115,800710,29,138,167,254,274.28505
336,Si Woo Kim,108,60.68,2018,290.8,63.78,29.0,57.23,71.367,893,0,5,-0.168,-0.092,-0.013999999999999999,-0.2,0.29100000000000004,2276114,127,91,80,336,273.401126
153,Fabián Gómez,88,64.99,2018,291.1,67.86,29.38,58.85,71.02,221,0,0,0.001,-0.106,-0.062,-0.015,-0.03,437032,132,169,153,153,272.341131
211,Danny Lee,88,62.65,2018,290.6,65.05,28.56,60.81,71.196,481,0,3,0.156,0.057999999999999996,0.005,-0.155,0.051,1269386,124,240,95,211,272.00538400000005
75,Whee Kim,93,61.11,2018,285.8,63.55,28.7,58.56,71.477,764,0,3,0.4270000000000001,-0.4370000000000001,-0.748,0.03,-0.146,1920340,58,339,173,75,271.317965
199,Pat Perez,82,65.09,2018,290.9,67.78,29.29,55.63,70.594,1116,1,4,0.115,-0.048,-0.063,-0.138,0.037000000000000005,2962641,130,223,104,199,271.061392
219,Anirban Lahiri,72,59.82,2017,297.0,63.43,28.6,55.06,70.79899999999998,667,0,2,-0.336,-0.18600000000000005,0.23399999999999999,-0.14300000000000002,0.059000000000000004,1944289,234,48,100,219,269.89721499999996
210,Daniel Summerhays,100,62.69,2017,286.9,63.02,28.97,56.76,71.197,348,0,1,0.11,0.146,-0.05,-0.062,0.051,826124,73,219,129,210,269.257395
171,Ryan Armour,63,72.73,2017,278.8,69.96,29.88,58.31,70.965,222,0,1,-0.028999999999999998,0.107,0.02,0.121,-0.005,443006,14,146,214,171,269.06903500000004
125,Blayne Barber,69,64.67,2018,294.7,69.98,29.66,57.46,70.835,202,0,0,-0.022000000000000002,-0.040999999999999995,0.10099999999999999,-0.047,-0.073,398137,195,153,135,125,268.864438
101,Tag Ridings,67,58.18,2017,301.6,65.91,29.19,57.73,71.176,237,0,1,0.203,0.03,0.295,-0.35600000000000004,-0.111,489927,303,261,45,101,268.68602799999996
169,Troy Merritt,82,60.79,2017,289.8,64.71,28.88,58.51,71.398,265,0,1,-0.017,-0.146,-0.11800000000000001,-0.018000000000000002,-0.009000000000000001,569682,113,157,152,169,267.320497
64,Trey Mullinax,88,53.26,2017,308.8,66.24,29.0,55.91,71.027,330,0,1,-0.057,-0.184,0.4270000000000001,-0.195,-0.16899999999999998,758141,355,135,84,64,266.803274
56,Jason Dufner,71,63.3,2018,297.1,64.24,29.58,58.25,71.32300000000002,557,0,2,-0.057999999999999996,0.011000000000000001,0.256,-0.009000000000000001,-0.17800000000000002,1497655,235,133,155,56,264.779979
69,Sean O'Hair,67,60.09,2018,302.7,63.84,28.97,57.56,71.479,417,0,2,-0.207,-0.233,0.21100000000000002,-0.073,-0.16399999999999998,1104865,311,76,126,69,264.48898199999996
192,Retief Goosen,52,57.79,2017,291.8,63.89,29.09,60.2,71.425,205,0,1,-0.425,-0.39,-0.001,0.009000000000000001,0.027000000000000003,414363,148,28,163,192,262.98561099999995
138,Ryan Blaum,100,60.94,2017,284.1,65.28,28.82,60.0,70.866,434,0,2,0.33399999999999996,0.047,-0.198,-0.032,-0.057,962768,45,305,144,138,262.411848
338,Chad Collins,66,59.31,2017,281.4,60.93,28.47,63.07,71.77,305,0,2,0.079,-0.45399999999999996,-0.573,-0.254,0.294,693743,31,208,68,338,259.540323
65,Vaughn Taylor,90,68.28,2017,282.4,66.67,29.0,60.52,71.044,369,0,0,0.139,0.106,-0.001,0.135,-0.168,797385,35,237,215,65,259.26190199999996
253,Morgan Hoffmann,92,60.39,2017,293.9,63.57,28.81,60.14,71.107,565,0,1,0.078,-0.06,0.165,-0.419,0.115,1278568,181,206,32,253,258.487696
107,Martin Flores,92,54.92,2018,300.0,66.34,29.36,54.89,71.458,215,0,0,-0.289,-0.5670000000000001,-0.09699999999999999,-0.083,-0.098,449266,283,58,118,107,258.404726
133,Cody Gribble,79,54.77,2017,297.2,62.7,28.53,54.74,71.581,514,1,2,0.461,-0.524,-0.33799999999999997,-0.586,-0.061,1305554,236,347,12,133,255.56859200000002
340,Bryce Molder,74,57.6,2017,277.0,61.79,28.66,59.14,71.817,109,0,0,0.38299999999999995,-0.846,-1.0979999999999999,-0.431,0.301,216892,8,325,27,340,254.584946
167,Grayson Murray,72,56.0,2018,307.3,62.5,28.94,54.32,72.09100000000002,438,0,2,-0.35,-0.336,0.375,-0.34700000000000003,-0.015,1056628,348,42,46,167,254.258465
180,Ryan Blaum,81,64.31,2018,289.0,66.1,29.13,55.46,70.993,433,0,2,0.025,-0.033,0.011000000000000001,-0.07400000000000001,0.005,980877,100,181,125,180,254.229176
310,Zac Blair,105,69.7,2017,272.7,64.7,28.87,65.5,71.007,364,0,1,0.035,-0.044000000000000004,-0.155,-0.141,0.218,788352,2,187,101,310,253.680346
379,Tim Wilkinson,64,65.68,2017,279.5,63.98,28.67,62.77,70.95,233,0,0,0.009000000000000001,-0.053,-0.289,-0.31,0.5379999999999999,411459,19,173,56,379,253.605805
23,Tom Lovelady,87,54.73,2018,315.9,67.08,29.56,52.08,71.252,332,0,2,-0.049,-0.19,0.379,-0.24,-0.27899999999999997,700783,378,139,72,23,251.57426799999996
95,Russell Knox,75,67.09,2017,288.0,66.58,29.35,57.46,70.765,669,0,4,-0.349,-0.14400000000000002,0.102,0.18100000000000002,-0.11900000000000001,1643924,85,43,234,95,251.503243
136,Chris Stroud,81,62.24,2018,289.8,62.94,28.78,59.96,71.628,255,0,1,0.053,-0.33799999999999997,-0.27699999999999997,-0.055999999999999994,-0.057999999999999996,565466,115,197,132,136,251.30358800000002
231,Richy Werenski,98,65.06,2018,291.8,66.97,29.36,56.49,71.185,498,0,2,-0.109,-0.124,0.077,-0.16899999999999998,0.077,1081283,146,112,90,231,250.129905
99,Graeme McDowell,56,69.15,2017,279.0,62.55,28.2,58.52,70.62899999999998,331,0,0,0.563,0.5720000000000001,0.085,-0.036000000000000004,-0.111,639770,16,366,142,99,249.96519700000002
4,Hunter Mahan,67,65.04,2018,296.9,68.96,29.02,58.81,71.135,234,0,1,0.34600000000000003,0.209,0.465,-0.149,-0.45299999999999996,457337,231,311,97,4,249.849927
87,Kelly Kraft,94,65.84,2018,288.6,63.83,28.92,58.93,71.333,627,0,3,0.075,-0.32,-0.28600000000000003,0.017,-0.126,1496253,92,204,169,87,249.70333
140,Nicholas Lindheim,77,60.44,2018,293.5,68.04,29.25,53.9,71.344,272,0,1,0.355,-0.32299999999999995,-0.258,-0.368,-0.052000000000000005,593842,175,317,43,140,247.505867
3,Kelly Kraft,75,60.06,2017,291.9,63.15,29.32,53.5,71.491,672,0,3,-0.157,-0.6809999999999999,-0.205,0.159,-0.479,1638045,150,94,224,3,246.383897
44,Trey Mullinax,75,54.94,2018,318.3,65.38,29.13,54.42,70.815,528,0,3,0.07200000000000001,-0.07200000000000001,0.506,-0.442,-0.207,1184245,380,201,26,44,245.814105
158,Michael Kim,74,54.89,2018,289.9,60.63,28.54,56.05,71.66199999999998,675,1,1,0.259,-1.003,-1.023,-0.213,-0.027000000000000003,1379736,117,280,77,158,245.42452200000002
296,Peter Malnati,91,63.1,2017,282.3,62.48,28.4,61.5,71.399,182,0,0,0.451,-0.184,-0.262,-0.563,0.19,358541,34,345,15,296,243.75744400000002
270,Billy Hurley III,70,59.24,2018,284.0,63.02,29.09,54.93,71.715,73,0,0,0.025,-0.7020000000000001,-0.696,-0.17,0.139,145725,44,182,88,270,243.32116000000002
196,Roberto Castro,70,66.2,2017,280.2,63.89,29.5,60.14,71.808,164,0,0,-0.447,-0.479,-0.244,0.099,0.031,367362,22,24,205,196,242.472579
301,Geoff Ogilvy,80,62.59,2017,286.5,65.51,29.29,60.85,71.056,390,0,1,0.043,-0.152,-0.064,-0.327,0.196,867249,67,190,51,301,241.572365
100,Cody Gribble,71,55.45,2018,301.0,62.48,28.88,53.3,72.112,141,0,0,0.201,-0.8190000000000001,-0.212,-0.696,-0.111,302593,298,259,9,100,240.2168
246,Ben Crane,86,67.97,2017,278.5,65.68,29.13,59.02,71.09100000000002,281,0,1,-0.155,-0.223,-0.15,-0.024,0.105,618483,12,95,149,246,239.40565999999998
131,Mark Hubbard,81,60.41,2017,282.7,65.39,29.5,58.57,71.87100000000002,124,0,0,-0.2,-0.7020000000000001,-0.539,0.10099999999999999,-0.064,267968,36,82,208,131,239.21133500000002
45,Bubba Watson,71,59.58,2017,305.6,63.02,29.28,55.67,71.175,397,0,3,-0.187,0.11599999999999999,0.647,-0.175,-0.201,1223129,336,86,86,45,239.013443
245,"Ted Potter, Jr.",87,66.83,2018,286.0,63.03,28.45,57.51,71.024,744,1,1,0.07400000000000001,-0.094,-0.07400000000000001,-0.2,0.105,1976198,59,203,79,245,238.39343599999998
121,Patrick Rodgers,76,52.9,2017,306.3,65.84,29.85,53.63,71.432,639,0,3,-0.066,-0.716,-0.044000000000000004,-0.529,-0.077,1346322,343,128,19,121,237.815115
17,Blayne Barber,77,61.62,2017,291.2,67.61,29.08,55.8,71.163,381,0,1,0.402,0.013000000000000001,0.040999999999999995,-0.12300000000000001,-0.306,823082,136,334,109,17,231.85983800000002
200,Jonas Blixt,74,60.1,2017,288.8,61.51,28.16,58.56,71.283,578,1,1,0.536,-0.341,-0.3,-0.614,0.037000000000000005,1408288,97,363,10,200,230.53338200000002
96,Kevin Kisner,89,66.33,2018,290.8,65.38,28.91,60.29,70.729,971,0,4,0.513,0.037000000000000005,-0.043,-0.316,-0.11800000000000001,2972285,128,360,53,96,229.20763700000003
307,K.J. Choi,72,66.23,2017,282.2,63.05,28.97,60.36,71.618,143,0,0,0.17600000000000002,-0.264,-0.141,-0.511,0.213,292716,33,252,21,307,226.359485
137,Julián Etulain,68,63.34,2017,293.5,66.75,29.13,58.62,71.33800000000002,220,0,1,0.078,-0.307,-0.035,-0.292,-0.057999999999999996,448214,174,207,58,137,225.90981200000002
361,Steven Alker,69,67.54,2017,276.9,65.17,29.14,59.75,71.638,121,0,0,-0.309,-0.41200000000000003,-0.289,-0.212,0.39799999999999996,218681,7,55,78,361,224.04381500000002
189,Chad Campbell,87,64.7,2018,286.5,65.54,29.75,59.39,71.683,361,0,2,-0.45399999999999996,-0.484,-0.042,-0.01,0.023,801960,69,22,154,189,221.845954
144,Derek Fathauer,84,53.27,2018,289.1,60.35,28.46,54.99,71.827,316,0,1,0.363,-0.807,-0.757,-0.365,-0.048,708712,101,321,44,144,221.160662
21,Sam Saunders,76,64.69,2017,293.6,65.24,28.63,58.45,70.921,354,0,2,0.138,0.071,0.348,-0.136,-0.28,678117,177,236,106,21,220.71301600000004
86,Brian Campbell,55,58.2,2017,296.0,63.29,28.63,56.68,71.92399999999998,132,0,0,0.385,-0.428,0.063,-0.75,-0.126,237537,218,326,8,86,220.02193799999998
285,Greg Chalmers,75,59.8,2017,278.0,59.86,28.17,59.26,71.758,156,0,0,0.316,-0.5329999999999999,-0.496,-0.529,0.175,344631,9,297,20,285,219.290165
68,Brian Stuard,93,71.49,2017,272.3,63.59,28.92,57.99,71.72,285,0,0,-0.13699999999999998,-0.34299999999999997,-0.34,0.171,-0.16399999999999998,588806,1,102,228,68,218.50629700000002
168,Kyle Thompson,50,62.99,2018,285.3,62.44,29.61,54.02,72.673,10,0,0,-0.75,-1.262,-0.534,0.036000000000000004,-0.013999999999999999,24878,55,2,176,168,217.44849499999998
